wavelength;X;Y;Z
474;0.15228330000;0.10788460000;1.09014800000
475;0.14210000000;0.11260000000;1.04190000000
476;0.13217860000;0.11753200000;0.99419760000
477;0.12256960000;0.12267440000;0.94734730000
478;0.11327520000;0.12799280000;0.90145310000
479;0.10429790000;0.13345280000;0.85661930000
480;0.09564000000;0.13902000000;0.81295010000
481;0.08729955000;0.14467640000;0.77051730000
482;0.07930804000;0.15046930000;0.72944480000
483;0.07171776000;0.15646190000;0.68991360000
484;0.06458099000;0.16271770000;0.65210490000
485;0.05795001000;0.16930000000;0.61620000000
486;0.05186211000;0.17624310000;0.58232860000
487;0.04628152000;0.18355810000;0.55041620000
488;0.04115088000;0.19127350000;0.52033760000
489;0.03641283000;0.19941800000;0.49196730000
490;0.03201000000;0.20802000000;0.46518000000
491;0.02791720000;0.21711990000;0.43992460000
492;0.02414440000;0.22673450000;0.41618360000
493;0.02068700000;0.23685710000;0.39388220000
494;0.01754040000;0.24748120000;0.37294590000
495;0.01470000000;0.25860000000;0.35330000000
496;0.01216179000;0.27018490000;0.33485780000
497;0.00991996000;0.28229390000;0.31755210000
498;0.00796724000;0.29505050000;0.30133750000
499;0.00629634600;0.30857800000;0.28616860000
500;0.00490000000;0.32300000000;0.27200000000
501;0.00377717300;0.33840210000;0.25881710000
502;0.00294532000;0.35468580000;0.24648380000
503;0.00242488000;0.37169860000;0.23477180000
504;0.00223629300;0.38928750000;0.22345330000
505;0.00240000000;0.40730000000;0.21230000000
506;0.00292552000;0.42562990000;0.20116920000
507;0.00383656000;0.44430960000;0.19011960000
508;0.00517484000;0.46339440000;0.17922540000
509;0.00698208000;0.48293950000;0.16856080000
510;0.00930000000;0.50300000000;0.15820000000
511;0.01214949000;0.52356930000;0.14813830000
512;0.01553588000;0.54451200000;0.13837580000
513;0.01947752000;0.56569000000;0.12899420000
514;0.02399277000;0.58696530000;0.12007510000
515;0.02910000000;0.60820000000;0.11170000000
516;0.03481485000;0.62934560000;0.10390480000
517;0.04112016000;0.65030680000;0.09666748000
518;0.04798504000;0.67087520000;0.08998272000
519;0.05537861000;0.69084240000;0.08384531000
520;0.06327000000;0.71000000000;0.07824999000
521;0.07163501000;0.72818520000;0.07320899000
522;0.08046224000;0.74546360000;0.06867816000
523;0.08973996000;0.76196940000;0.06456784000
524;0.09945645000;0.77783680000;0.06078835000
525;0.10960000000;0.79320000000;0.05725001000
526;0.12016740000;0.80811040000;0.05390435000
527;0.13111450000;0.82249620000;0.05074664000
528;0.14236790000;0.83630680000;0.04775276000
529;0.15385420000;0.84949160000;0.04489859000
530;0.16550000000;0.86200000000;0.04216000000
531;0.17725710000;0.87381080000;0.03950728000
532;0.18914000000;0.88496240000;0.03693564000
533;0.20116940000;0.89549360000;0.03445836000
534;0.21336580000;0.90544320000;0.03208872000
535;0.22574990000;0.91485010000;0.02984000000
536;0.23832090000;0.92373480000;0.02771181000
537;0.25106680000;0.93209240000;0.02569444000
538;0.26399220000;0.93992260000;0.02378716000
539;0.27710170000;0.94722520000;0.02198925000
540;0.29040000000;0.95400000000;0.02030000000
541;0.30389120000;0.96025610000;0.01871805000
542;0.31757260000;0.96600740000;0.01724036000
543;0.33143840000;0.97126060000;0.01586364000
544;0.34548280000;0.97602250000;0.01458461000
545;0.35970000000;0.98030000000;0.01340000000
546;0.37408390000;0.98409240000;0.01230723000
547;0.38863960000;0.98741820000;0.01130188000
548;0.40337840000;0.99031280000;0.01037792000
549;0.41831150000;0.99281160000;0.00952930600
550;0.43344990000;0.99495010000;0.00874999900
551;0.44879530000;0.99671080000;0.00803520000
552;0.46433600000;0.99809830000;0.00738160000
553;0.48006400000;0.99911200000;0.00678540000
554;0.49597130000;0.99974820000;0.00624280000
555;0.51205010000;1.00000000000;0.00574999900
556;0.52829590000;0.99985670000;0.00530360000
557;0.54469160000;0.99930460000;0.00489980000
558;0.56120940000;0.99832550000;0.00453420000
559;0.57782150000;0.99689870000;0.00420240000
560;0.59450000000;0.99500000000;0.00390000000
561;0.61122090000;0.99260050000;0.00362320000
562;0.62797580000;0.98974260000;0.00337060000
563;0.64476020000;0.98644440000;0.00314140000
564;0.66156970000;0.98272410000;0.00293480000
565;0.67840000000;0.97860000000;0.00274999900
566;0.69523920000;0.97408370000;0.00258520000
567;0.71205860000;0.96917120000;0.00243860000
568;0.72882840000;0.96385680000;0.00230940000
569;0.74551880000;0.95813490000;0.00219680000
570;0.76210000000;0.95200000000;0.00210000000
571;0.77854320000;0.94545040000;0.00201773300
572;0.79482560000;0.93849920000;0.00194820000
573;0.81092640000;0.93116280000;0.00188980000
574;0.82682480000;0.92345760000;0.00184093300
575;0.84250000000;0.91540000000;0.00180000000
576;0.85793250000;0.90700640000;0.00176626700
577;0.87308160000;0.89827720000;0.00173780000
578;0.88789440000;0.88920480000;0.00171120000
579;0.90231810000;0.87978160000;0.00168306700
580;0.91630000000;0.87000000000;0.00165000100
581;0.92979950000;0.85986130000;0.00161013300
582;0.94279840000;0.84939200000;0.00156440000
583;0.95527760000;0.83862200000;0.00151360000
584;0.96721790000;0.82758130000;0.00145853300
585;0.97860000000;0.81630000000;0.00140000000
586;0.98938560000;0.80479470000;0.00133666700
587;0.99954880000;0.79308200000;0.00127000000
588;1.00908920000;0.78119200000;0.00120500000
589;1.01800640000;0.76915470000;0.00114666700
590;1.02630000000;0.75700000000;0.00110000000
591;1.03398270000;0.74475410000;0.00106880000
592;1.04098600000;0.73242240000;0.00104940000
593;1.04718800000;0.72000360000;0.00103560000
594;1.05246670000;0.70749650000;0.00102120000
595;1.05670000000;0.69490000000;0.00100000000
596;1.05979440000;0.68221920000;0.00096864000
597;1.06179920000;0.66947160000;0.00092992000
598;1.06280680000;0.65667440000;0.00088688000
599;1.06290960000;0.64384480000;0.00084256000
600;1.06220000000;0.63100000000;0.00080000000
601;1.06073520000;0.61815550000;0.00076096000
602;1.05844360000;0.60531440000;0.00072368000
603;1.05522440000;0.59247560000;0.00068592000
604;1.05097680000;0.57963790000;0.00064544000
605;1.04560000000;0.56680000000;0.00060000000
606;1.03903690000;0.55396110000;0.00054786700
607;1.03136080000;0.54113720000;0.00049160000
608;1.02266620000;0.52835280000;0.00043540000
609;1.01304770000;0.51563230000;0.00038346700
610;1.00260000000;0.50300000000;0.00034000000
611;0.99136750000;0.49046880000;0.00030725300
612;0.97933140000;0.47803040000;0.00028316000
613;0.96649160000;0.46567760000;0.00026544000
614;0.95284790000;0.45340320000;0.00025181300
615;0.93840000000;0.44120000000;0.00024000000
616;0.92319400000;0.42908000000;0.00022954700
617;0.90724400000;0.41703600000;0.00022064000
618;0.89050200000;0.40503200000;0.00021196000
619;0.87292000000;0.39303200000;0.00020218700
620;0.85444990000;0.38100000000;0.00019000000
621;0.83508400000;0.36891840000;0.00017421300
622;0.81494600000;0.35682720000;0.00015564000
623;0.79418600000;0.34477680000;0.00013596000
624;0.77295400000;0.33281760000;0.00011685300
625;0.75140000000;0.32100000000;0.00010000000
626;0.72958360000;0.30933810000;0.00008613330
627;0.70758880000;0.29785040000;0.00007460000
628;0.68560220000;0.28659360000;0.00006500000
629;0.66381040000;0.27562450000;0.00005693330
630;0.64240000000;0.26500000000;0.00005000000
631;0.62151490000;0.25476320000;0.00004416000
632;0.60111380000;0.24488960000;0.00003948000
633;0.58110520000;0.23533440000;0.00003572000
634;0.56139770000;0.22605280000;0.00003264000
635;0.54190000000;0.21700000000;0.00003000000
636;0.52259950000;0.20816160000;0.00002765330
637;0.50354640000;0.19954880000;0.00002556000
638;0.48474360000;0.19115520000;0.00002364000
639;0.46619390000;0.18297440000;0.00002181330
640;0.44790000000;0.17500000000;0.00002000000
641;0.42986130000;0.16722350000;0.00001813330
642;0.41209800000;0.15964640000;0.00001620000
643;0.39464400000;0.15227760000;0.00001420000
644;0.37753330000;0.14512590000;0.00001213330
645;0.36080000000;0.13820000000;0.00001000000
646;0.34445630000;0.13150030000;0.00000773333
647;0.32851680000;0.12502480000;0.00000540000
648;0.31301920000;0.11877920000;0.00000320000
649;0.29800110000;0.11276910000;0.00000133333
650;0.28350000000;0.10700000000;0.00000000000
651;0.26954480000;0.10147620000;0.00000000000
652;0.25611840000;0.09618864000;0.00000000000
653;0.24318960000;0.09112296000;0.00000000000
654;0.23072720000;0.08626485000;0.00000000000
655;0.21870000000;0.08160000000;0.00000000000
656;0.20709710000;0.07712064000;0.00000000000
657;0.19592320000;0.07282552000;0.00000000000
658;0.18517080000;0.06871008000;0.00000000000
659;0.17483230000;0.06476976000;0.00000000000
660;0.16490000000;0.06100000000;0.00000000000
661;0.15536670000;0.05739621000;0.00000000000
662;0.14623000000;0.05395504000;0.00000000000
663;0.13749000000;0.05067376000;0.00000000000
664;0.12914670000;0.04754965000;0.00000000000
665;0.12120000000;0.04458000000;0.00000000000
666;0.11363970000;0.04175872000;0.00000000000
667;0.10646500000;0.03908496000;0.00000000000
668;0.09969044000;0.03656384000;0.00000000000
669;0.09333061000;0.03420048000;0.00000000000
670;0.08740000000;0.03200000000;0.00000000000
671;0.08190096000;0.02996261000;0.00000000000
672;0.07680428000;0.02807664000;0.00000000000
673;0.07207712000;0.02632936000;0.00000000000
674;0.06768664000;0.02470805000;0.00000000000
675;0.06360000000;0.02320000000;0.00000000000
676;0.05980685000;0.02180077000;0.00000000000
677;0.05628216000;0.02050112000;0.00000000000
678;0.05297104000;0.01928108000;0.00000000000
679;0.04981861000;0.01812069000;0.00000000000
680;0.04677000000;0.01700000000;0.00000000000
681;0.04378405000;0.01590379000;0.00000000000
682;0.04087536000;0.01483718000;0.00000000000
683;0.03807264000;0.01381068000;0.00000000000
684;0.03540461000;0.01283478000;0.00000000000
685;0.03290000000;0.01192000000;0.00000000000
686;0.03056419000;0.01106831000;0.00000000000
687;0.02838056000;0.01027339000;0.00000000000
688;0.02634484000;0.00953331100;0.00000000000
689;0.02445275000;0.00884615700;0.00000000000
690;0.02270000000;0.00821000000;0.00000000000
691;0.02108429000;0.00762378100;0.00000000000
692;0.01959988000;0.00708542400;0.00000000000
693;0.01823732000;0.00659147600;0.00000000000
694;0.01698717000;0.00613848500;0.00000000000
695;0.01584000000;0.00572300000;0.00000000000
696;0.01479064000;0.00534305900;0.00000000000
697;0.01383132000;0.00499579600;0.00000000000
698;0.01294868000;0.00467640400;0.00000000000
699;0.01212920000;0.00438007500;0.00000000000
700;0.01135916000;0.00410200000;0.00000000000
701;0.01062935000;0.00383845300;0.00000000000
702;0.00993884600;0.00358909900;0.00000000000
703;0.00928842200;0.00335421900;0.00000000000
704;0.00867885400;0.00313409300;0.00000000000
705;0.00811091600;0.00292900000;0.00000000000
706;0.00758238800;0.00273813900;0.00000000000
707;0.00708874600;0.00255987600;0.00000000000
708;0.00662731300;0.00239324400;0.00000000000
709;0.00619540800;0.00223727500;0.00000000000
710;0.00579034600;0.00209100000;0.00000000000
711;0.00540982600;0.00195358700;0.00000000000
712;0.00505258300;0.00182458000;0.00000000000
713;0.00471751200;0.00170358000;0.00000000000
714;0.00440350700;0.00159018700;0.00000000000
715;0.00410945700;0.00148400000;0.00000000000
716;0.00383391300;0.00138449600;0.00000000000
717;0.00357574800;0.00129126800;0.00000000000
718;0.00333434200;0.00120409200;0.00000000000
719;0.00310907500;0.00112274400;0.00000000000
720;0.00289932700;0.00104700000;0.00000000000
721;0.00270434800;0.00097659000;0.00000000000
722;0.00252302000;0.00091110900;0.00000000000
723;0.00235416800;0.00085013300;0.00000000000
724;0.00219661600;0.00079323800;0.00000000000
725;0.00204919000;0.00074000000;0.00000000000
726;0.00191096000;0.00069008300;0.00000000000
727;0.00178143800;0.00064331000;0.00000000000
728;0.00166011000;0.00059949600;0.00000000000
729;0.00154645900;0.00055845500;0.00000000000
730;0.00143997100;0.00052000000;0.00000000000
731;0.00134004200;0.00048391400;0.00000000000
732;0.00124627500;0.00045005300;0.00000000000
733;0.00115847100;0.00041834500;0.00000000000
734;0.00107643000;0.00038871800;0.00000000000
735;0.00099994900;0.00036110000;0.00000000000
736;0.00092873600;0.00033538400;0.00000000000
737;0.00086243300;0.00031144000;0.00000000000
738;0.00080075000;0.00028916600;0.00000000000
739;0.00074339600;0.00026845400;0.00000000000
740;0.00069007900;0.00024920000;0.00000000000
741;0.00064051600;0.00023130200;0.00000000000
742;0.00059450200;0.00021468600;0.00000000000
743;0.00055186500;0.00019928800;0.00000000000
744;0.00051242900;0.00018504800;0.00000000000
745;0.00047602100;0.00017190000;0.00000000000
746;0.00044245400;0.00015977800;0.00000000000
747;0.00041151200;0.00014860400;0.00000000000
748;0.00038298100;0.00013830200;0.00000000000
749;0.00035664900;0.00012879300;0.00000000000
750;0.00033230100;0.00012000000;0.00000000000
751;0.00030975900;0.00011186000;0.00000000000
752;0.00028888700;0.00010432200;0.00000000000
753;0.00026953900;0.00009733560;0.00000000000
754;0.00025156800;0.00009084590;0.00000000000
755;0.00023482600;0.00008480000;0.00000000000
756;0.00021917100;0.00007914670;0.00000000000
757;0.00020452600;0.00007385800;0.00000000000
758;0.00019084100;0.00006891600;0.00000000000
759;0.00017806500;0.00006430270;0.00000000000
760;0.00016615100;0.00006000000;0.00000000000
761;0.00015502400;0.00005598190;0.00000000000
762;0.00014462200;0.00005222560;0.00000000000
763;0.00013491000;0.00004871840;0.00000000000
764;0.00012585200;0.00004544750;0.00000000000
765;0.00011741300;0.00004240000;0.00000000000
766;0.00010955200;0.00003956100;0.00000000000
767;0.00010222500;0.00003691510;0.00000000000
768;0.00009539450;0.00003444870;0.00000000000
769;0.00008902390;0.00003214820;0.00000000000
770;0.00008307530;0.00003000000;0.00000000000
771;0.00007751270;0.00002799130;0.00000000000
772;0.00007231300;0.00002611360;0.00000000000
773;0.00006745780;0.00002436020;0.00000000000
774;0.00006292840;0.00002272460;0.00000000000
775;0.00005870650;0.00002120000;0.00000000000
776;0.00005477030;0.00001977860;0.00000000000
777;0.00005109920;0.00001845290;0.00000000000
778;0.00004767650;0.00001721690;0.00000000000
779;0.00004448570;0.00001606460;0.00000000000
780;0.00004150990;0.00001499000;0.00000000000
